Date,oil_price,usd_pkr_rate,7_day_avg_oil,7_day_avg_pkr,estimated_c_and_f_pkr,petrol_price_today,diesel_price_today,hobc_price_today,imf_pdl_shortfall,petrol_price_yesterday,base_import_liter_yesterday,c_and_f_delta_pkr,petrol_price_tomorrow,price_delta_tomorrow
2026-04-07,109.2699966430664,278.79998779296875,110.42,278.0,30696.76,375.15,401.83,429.73,67.93,374.83,192.7624271166825,0.31,370.82,-4.33
2026-04-08,94.75,278.75,107.87,278.19,30008.36,370.82,397.5,425.4,67.93,375.15,193.07716983149567,-4.33,366.78,-4.04
2026-04-09,95.91999816894531,278.70001220703125,105.46,278.46,29366.39,366.78,393.46,421.36,67.93,370.82,188.74722650279583,-4.04,361.03,-5.75
2026-04-10,95.19999694824219,278.75,102.16,278.51,28452.58,361.03,387.71,415.61,67.93,366.78,184.70938881795365,-5.75,360.43,-0.6
2026-04-13,99.36000061035156,277.1419677734375,101.9,278.28,28356.73,360.43,387.11,415.01,67.93,361.03,178.96168617559925,-0.6,356.87,-3.56
2026-04-14,94.79000091552734,278.75,99.87,278.27,27790.82,356.87,383.55,411.45,67.93,360.43,178.358809210816,-3.56,353.31,-3.56
2026-04-15,94.93000030517578,278.70001220703125,97.75,278.51,27224.35,353.31,379.99,407.89,67.93,356.87,174.79935403523558,-3.56,350.8,-2.51
2026-04-16,99.38999938964844,278.6000061035156,96.33,278.48,26825.98,350.8,377.48,405.38,67.93,353.31,171.23634322303081,-2.51,349.71,-1.09
2026-04-17,90.37999725341797,278.6499938964844,95.71,278.47,26652.36,349.71,376.39,404.29,67.93,350.8,168.73064087000824,-1.09,349.6,-0.11
2026-04-20,95.4800033569336,278.6259460449219,95.65,278.46,26634.7,349.6,376.28,404.18,67.93,349.71,167.63863523432735,-0.11,350.4,0.8
2026-04-21,98.4800033569336,278.5,96.12,278.42,26761.73,350.4,377.08,404.98,67.93,349.6,167.5275274079013,0.8,351.15,0.75
2026-04-22,101.91000366210938,278.54998779296875,96.48,278.63,26882.22,351.15,377.83,405.73,67.93,350.4,168.32653235799157,0.76,353.71,2.56
2026-04-23,105.06999969482422,278.6000061035156,97.95,278.6,27288.87,353.71,380.39,408.29,67.93,351.15,169.0844056432287,2.56,356.29,2.58
2026-04-24,105.33000183105469,278.5,99.43,278.58,27699.21,356.29,382.97,410.87,67.93,353.71,171.64214684219468,2.58,358.37,2.08
2026-04-27,108.2300033569336,276.9523620605469,100.7,278.34,28028.84,358.37,385.05,412.95,67.93,356.29,174.22310880763837,2.07,363.57,5.2
2026-04-28,111.26000213623047,278.5,103.68,278.32,28856.22,363.57,390.25,418.15,67.93,358.37,176.2964141722279,5.2,369.19,5.62
2026-04-29,118.02999877929688,278.45001220703125,106.9,278.29,29749.2,369.19,395.87,423.77,67.93,363.57,181.50048494531,5.62,373.07,3.88
2026-04-30,114.01000213623047,278.5,109.12,278.29,30367.0,373.07,399.75,427.65,67.93,369.19,187.11719197167068,3.89,374.51,1.44
2026-05-01,108.16999816894531,277.3690185546875,110.01,278.12,30595.98,374.51,401.19,429.09,67.93,373.07,191.00306817538544,1.44,376.86,2.35
2026-05-04,114.44000244140625,278.54998779296875,111.35,278.12,30968.66,376.86,403.54,431.44,67.93,374.51,192.44328907394947,2.34,377.99,1.13
2026-05-05,109.87000274658203,278.5,112.0,278.12,31149.44,377.99,404.67,432.57,67.93,376.86,194.78738513211772,1.14,376.29,-1.7
2026-05-06,101.2699966430664,277.2386169433594,111.01,278.16,30878.54,376.29,402.97,430.87,67.93,377.99,195.924446652871,-1.7,373.49,-2.8
2026-05-07,100.05999755859375,278.5,109.41,278.16,30433.49,373.49,400.17,428.07,67.93,376.29,194.22054381804804,-2.8,369.24,-4.25
2026-05-08,101.29000091552734,277.7521057128906,107.02,278.06,29757.98,369.24,395.92,423.82,67.93,373.49,191.42122060294238,-4.25,366.61,-2.63
2026-05-11,104.20999908447266,276.6022644042969,105.62,277.79,29340.18,366.61,393.29,421.19,67.93,369.24,187.1724178706435,-2.63,366.6,-0.01
2026-05-12,107.7699966430664,278.29998779296875,105.56,277.92,29337.24,366.6,393.28,421.18,67.93,366.61,184.54452125016513,-0.02,364.27,-2.33
2026-05-13,105.62999725341797,277.24407958984375,104.3,277.73,28967.24,364.27,390.95,418.85,67.93,366.6,184.52600023901329,-2.33,363.23,-1.04
2026-05-14,105.72000122070312,278.29998779296875,103.71,277.71,28801.3,363.23,389.91,417.81,67.93,364.27,182.1987898381629,-1.04,365.31,2.08
2026-05-15,109.26000213623047,278.25,104.85,277.85,29132.57,365.31,391.99,419.89,67.93,363.23,181.1550887808437,2.08,368.23,2.92
2026-05-18,112.0999984741211,277.6938171386719,106.57,277.73,29597.69,368.23,394.91,422.81,67.93,365.31,183.23870819626765,2.93,370.79,2.56
2026-05-19,111.27999877929688,278.29998779296875,108.0,277.81,30003.48,370.79,397.47,425.37,67.93,368.23,186.16419015391196,2.55,371.04,0.25
2026-05-20,105.0199966430664,277.1835632324219,108.11,277.9,30043.77,371.04,397.72,425.62,67.93,370.79,188.71656173146232,0.25,369.73,-1.31
2026-05-21,102.58000183105469,278.20001220703125,107.37,277.88,29835.98,369.73,396.41,424.31,67.93,371.04,188.9699723876795,-1.31,369.31,-0.42
2026-05-22,103.54000091552734,278.25,107.07,278.03,29768.67,369.31,395.99,423.89,67.93,369.73,187.66298879782624,-0.42,367.65,-1.66
2026-05-26,99.58000183105469,277.038330078125,106.19,277.85,29504.89,367.65,394.33,422.23,67.93,369.31,187.23966173334924,-1.66,363.92,-3.73
2026-05-27,94.29000091552734,278.20001220703125,104.06,277.84,28912.03,363.92,390.6,418.5,67.93,367.65,185.58052859667774,-3.73,359.27,-4.65
2026-05-28,93.70999908447266,277.15985107421875,101.43,277.76,28173.2,359.27,385.95,413.85,67.93,363.92,181.85153754709506,-4.65,354.46,-4.81
2026-05-29,92.05000305175781,278.25,98.68,277.75,27408.37,354.46,381.14,409.04,67.93,359.27,177.20440539163582,-4.81,352.06,-2.4
2026-06-01,94.9800033569336,278.20001220703125,97.25,277.9,27025.78,352.06,378.74,406.64,67.93,354.46,172.393780623573,-2.41,350.32,-1.74
2026-06-02,96.0,277.0572204589844,96.31,277.74,26749.14,350.32,377.0,404.9,67.93,352.06,169.9873260077868,-1.74,348.86,-1.46
2026-06-03,97.80999755859375,278.0,95.49,277.7,26517.57,348.86,375.54,403.44,67.93,350.32,168.24733720367075,-1.46,347.83,-1.03
2026-06-04,95.02999877929688,278.20001220703125,94.84,277.87,26353.19,347.83,374.51,402.41,67.93,348.86,166.79082566499147,-1.03,347.41,-0.42
2026-06-05,93.08999633789062,276.84222412109375,94.67,277.67,26287.02,347.41,374.09,401.99,67.93,347.83,165.7568908149723,-0.42,347.63,0.22
2026-06-08,94.25,278.25,94.74,277.83,26321.61,347.63,374.31,402.21,67.93,347.41,165.34068131356653,0.22,347.49,-0.14
2026-06-09,91.44999694824219,278.25,94.66,277.83,26299.39,347.49,374.17,402.07,67.93,347.63,165.55827960776665,-0.14,347.0,-0.49
2026-06-10,93.0999984741211,278.0,94.39,277.8,26221.54,347.0,373.68,401.58,67.93,347.49,165.41847949832373,-0.49,345.6,-1.4
2026-06-11,90.37999725341797,277.0045166015625,93.59,277.79,25998.37,345.6,372.28,400.18,67.93,347.0,164.92884323875538,-1.4,342.87,-2.73
2026-06-12,87.33000183105469,276.7464599609375,92.09,277.61,25565.1,342.87,369.55,397.45,67.93,345.6,163.52510645524478,-2.73,339.81,-3.06
2026-06-15,83.16999816894531,276.8097229003906,90.4,277.41,25077.86,339.81,366.49,394.39,67.93,342.87,160.79997043783456,-3.06,336.29,-3.52
2026-06-16,78.95999908447266,276.86956787109375,88.38,277.42,24518.38,336.29,362.97,390.87,67.93,339.81,157.73531169215096,-3.52,332.6,-3.69
2026-06-17,79.55000305175781,277.95001220703125,86.28,277.38,23932.35,332.6,359.28,387.18,67.93,336.29,154.21625415914508,-3.69,329.6,-3.0
2026-06-18,79.8499984741211,276.8902282714844,84.62,277.18,23454.97,329.6,356.28,384.18,67.93,332.6,150.53020938818898,-3.0,325.73,-3.87
2026-06-22,77.9000015258789,276.77069091796875,82.45,277.01,22839.47,325.73,352.41,380.31,67.93,329.6,147.527606659664,-3.87,322.4,-3.33
2026-06-23,77.08000183105469,276.8365173339844,80.55,276.98,22310.74,322.4,349.08,376.98,67.93,325.73,143.65623918936768,-3.33,319.06,-3.34
2026-06-24,73.73999786376953,277.2627258300781,78.61,277.06,21779.69,319.06,345.74,373.64,67.93,322.4,140.33058677753527,-3.34,317.15,-1.91
2026-06-25,75.26000213623047,277.70001220703125,77.48,277.18,21475.91,317.15,343.83,371.73,67.93,319.06,136.99036147609553,-1.91,315.36,-1.79
2026-06-26,71.98999786376953,276.1874694824219,76.48,277.09,21191.84,315.36,342.04,369.94,67.93,317.15,135.07963795782047,-1.79,313.72,-1.64
2026-06-29,73.1500015258789,277.14617919921875,75.57,276.97,20930.62,313.72,340.4,368.3,67.93,315.36,133.29293086856157,-1.64,311.95,-1.77
2026-06-30,72.91999816894531,276.2064514160156,74.58,276.87,20648.96,311.95,338.63,366.53,67.93,313.72,131.64990156427885,-1.77,310.33,-1.62
2026-07-01,71.56999969482422,276.2325744628906,73.67,276.8,20391.86,310.33,337.01,364.91,67.93,311.95,129.87832086900187,-1.62,309.1,-1.23
2026-07-02,71.80000305175781,278.0,72.92,276.96,20195.92,309.1,335.78,363.68,67.93,310.33,128.26115342763873,-1.23,308.63,-0.47
2026-07-06,71.98999786376953,276.705810546875,72.67,276.88,20120.87,308.63,335.31,363.21,67.93,309.1,127.02877090579732,-0.47,308.24,-0.39
2026-07-07,74.16000366210938,276.0443420410156,72.51,276.65,20059.89,308.24,334.92,362.82,67.93,308.63,126.55669708844121,-0.38,309.85,1.61
2026-07-08,78.0199966430664,277.79998779296875,73.37,276.88,20314.69,309.85,336.53,364.43,67.93,308.24,126.17315566681555,1.6,310.67,0.82
2026-07-09,76.30000305175781,277.75,73.82,276.96,20445.19,310.67,337.35,365.25,67.93,309.85,127.77576531414519,0.82,311.54,0.87
2026-07-10,76.01000213623047,277.70001220703125,74.26,277.18,20583.39,311.54,338.22,366.12,67.93,310.67,128.59659720606086,0.87,314.51,2.97
2026-07-13,83.30000305175781,276.86309814453125,75.94,277.27,21055.88,314.51,341.19,369.09,67.93,311.54,129.4658481511067,2.97,317.71,3.2
2026-07-14,84.7300033569336,277.70001220703125,77.79,277.22,21564.94,317.71,344.39,372.29,67.93,314.51,132.43777038374208,3.2,321.01,3.3
2026-07-15,84.94999694824219,277.75,79.64,277.37,22089.75,321.01,347.69,375.59,67.93,317.71,135.6396673941895,3.3,323.47,2.46
2026-07-16,84.2300033569336,275.3025817871094,81.08,277.27,22481.05,323.47,350.15,378.05,67.93,321.01,138.9405850792832,2.46,325.97,2.5
2026-07-17,88.0999984741211,277.70001220703125,82.52,277.25,22878.67,325.97,352.65,380.55,67.93,323.47,141.4018227905426,2.5,329.08,3.11
2026-07-20,89.22000122070312,276.3172912597656,84.36,277.05,23371.94,329.08,355.76,383.66,67.93,325.97,143.90277192474855,3.1,332.72,3.64
2026-07-21,91.01000213623047,276.4831848144531,86.51,276.87,23952.02,332.72,359.4,387.3,67.93,329.08,147.00534005925013,3.65,335.44,2.72
2026-07-22,94.06999969482422,277.5,88.04,276.96,24383.56,335.44,362.12,390.02,67.93,332.72,150.6539761112544,2.71,339.4,3.96
2026-07-23,100.69000244140625,277.54998779296875,90.32,276.94,25013.22,339.4,366.08,393.98,67.93,335.44,153.36825275022488,3.96,342.28,2.88
2026-07-24,96.77999877929688,277.00189208984375,92.01,276.84,25472.05,342.28,368.96,396.86,67.93,339.4,157.3287174423066,2.89,343.41,1.13
2026-07-27,88.36000061035156,276.45440673828125,92.6,277.0,25650.2,343.41,370.09,397.99,67.93,342.28,160.2146615761037,1.12,342.39,-1.02
2026-07-28,84.08999633789062,277.5,92.03,276.97,25489.55,342.39,369.07,396.97,67.93,343.41,161.33520350720497,-1.01,342.88,0.49
2026-07-29,90.73999786376953,277.510009765625,92.25,277.14,25566.16,342.88,369.56,397.46,67.93,342.39,160.32473787164992,0.48,342.48,-0.4
2026-07-30,89.02999877929688,277.54998779296875,91.97,277.3,25503.28,342.48,369.16,397.06,67.93,342.88,160.80663827860138,-0.4,341.39,-1.09
2026-07-31,90.12000274658203,276.3665771484375,91.4,277.13,25329.68,341.39,368.07,395.97,67.93,342.48,160.41110908439055,-1.09,337.01,-4.38
2026-08-03,83.7699966430664,275.5045166015625,88.98,276.84,24633.22,337.01,363.69,391.59,67.93,341.39,159.31920219892194,-4.38,332.66,-4.35
2026-08-04,79.36000061035156,276.61651611328125,86.5,276.79,23942.34,332.66,359.34,387.24,67.93,337.01,154.93860001132168,-4.35,330.5,-2.16
2026-08-05,79.44999694824219,277.3999938964844,85.22,276.92,23599.12,330.5,357.18,385.08,67.93,332.66,150.59303590859633,-2.16,330.09,-0.41
2026-08-06,82.48999786376953,277.29998779296875,84.99,276.89,23532.88,330.09,356.77,384.67,67.93,330.5,148.4342895960047,-0.42,328.21,-1.88
2026-08-07,83.55000305175781,276.171630859375,83.97,276.7,23234.5,328.21,354.89,382.79,67.93,330.09,148.0176435809217,-1.88,327.72,-0.49
2026-08-10,87.72000122070312,275.4126281738281,83.78,276.4,23156.79,327.72,354.4,382.3,67.93,328.21,146.1408731531509,-0.49,327.42,-0.3
2026-08-11,88.91000366210938,276.29833984375,83.61,276.39,23108.97,327.42,354.1,382.0,67.93,327.72,145.6521099209369,-0.3,351.13,23.71
2026-08-12,88.9800033569336,277.25,84.35,276.64,23334.58,351.13,378.36,405.32,45.64,327.42,145.35130482366483,1.42,353.09,1.96
2026-08-13,87.06999969482422,277.29998779296875,85.45,276.73,23646.58,353.09,380.32,407.28,45.64,351.13,146.7703900318894,1.96,355.28,2.19
2026-08-14,88.5199966430664,276.4072570800781,86.75,276.59,23994.18,355.28,382.51,409.47,45.64,353.09,148.73278003861952,2.19,357.27,1.99
2026-08-17,90.87000274658203,276.0369873046875,87.95,276.41,24310.26,357.27,384.5,411.46,45.64,355.28,150.9191474774667,1.99,359.11,1.84
2026-08-18,91.0199966430664,276.1922607421875,89.01,276.41,24603.25,359.11,386.34,413.3,45.64,357.27,152.90721568430126,1.84,360.15,1.04
2026-08-19,91.62000274658203,276.18756103515625,89.57,276.52,24767.9,360.15,387.38,414.34,45.64,359.11,154.75009969368566,1.04,361.44,1.29
2026-08-20,93.77999877929688,277.25,90.27,276.66,24974.1,361.44,388.67,415.63,45.64,360.15,155.78567052652102,1.3,362.78,1.34
2026-08-21,94.38999938964844,277.20001220703125,91.04,276.65,25186.22,362.78,390.01,416.97,45.64,361.44,157.08264323498148,1.33,363.98,1.2
2026-08-24,92.16999816894531,276.42657470703125,91.77,276.53,25377.16,363.98,391.21,418.17,45.64,362.78,158.416826532987,1.2,364.07,0.09
2026-08-25,88.58000183105469,277.29998779296875,91.78,276.66,25391.85,364.07,391.3,418.26,45.64,363.98,159.61781843798548,0.09,363.28,-0.79
2026-08-26,87.83999633789062,275.7705078125,91.34,276.62,25266.47,363.28,390.51,417.47,45.64,364.07,159.71025807141464,-0.79,363.03,-0.25
2026-08-27,89.69999694824219,277.20001220703125,91.15,276.76,25226.67,363.03,390.26,417.22,45.64,363.28,158.92161497480927,-0.25,362.54,-0.49
2026-08-28,89.30999755859375,277.20001220703125,90.82,276.91,25148.97,362.54,389.77,416.73,45.64,363.03,158.67130016919623,-0.49,361.75,-0.79
2026-08-31,90.48999786376953,277.56756591796875,90.35,276.95,25022.43,361.75,388.98,415.94,45.64,362.54,158.1825319051243,-0.8,361.71,-0.04
2026-09-01,94.6500015258789,275.9144592285156,90.39,276.77,25017.24,361.71,388.94,415.9,45.64,361.75,157.3866573996616,-0.03,362.54,0.83
2026-09-02,95.62999725341797,275.9804382324219,90.89,276.7,25149.26,362.54,389.77,416.73,45.64,361.71,157.3539993835974,0.83,364.27,1.73
2026-09-03,95.5199966430664,277.25,91.88,276.7,25423.2,364.27,391.5,418.46,45.64,362.54,158.184398724424,1.72,366.48,2.21
2026-09-04,96.27999877929688,277.25,93.08,276.91,25774.78,366.48,393.71,420.67,45.64,364.27,159.90738865441827,2.21,367.86,1.38
2026-09-08,97.91999816894531,269.27374267578125,94.26,275.78,25995.02,367.86,395.09,422.05,45.64,366.48,162.1188071980728,1.39,370.81,2.95
2026-09-09,101.20999908447266,277.1499938964844,95.96,275.77,26462.89,370.81,398.04,425.0,45.64,367.86,163.50407769188675,2.94,374.28,3.47
2026-09-10,107.62999725341797,268.8091125488281,98.41,274.52,27015.51,374.28,401.51,428.47,45.64,370.81,166.44687427273928,3.48,376.11,1.83
2026-09-11,104.61000061035156,269.025146484375,99.83,273.53,27306.5,376.11,403.34,430.3,45.64,374.28,169.9227811078893,1.83,379.75,3.64
